id,acronym,name,color_hex_triplet,graph_id,graph_order,parent_structure_id,structure_id_path,total_voxel_count,overlap_with_previous,previous_only_count,current_only_count
312782632,VISpor1,"Postrhinal area, layer 1",08858C,1,214,312782628,/997/8/567/688/695/315/669/312782628/312782632/,249644,249644,0,0
312782636,VISpor2/3,"Postrhinal area, layer 2/3",08858C,1,215,312782628,/997/8/567/688/695/315/669/312782628/312782636/,373972,373972,0,0
312782640,VISpor4,"Postrhinal area, layer 4",08858C,1,216,312782628,/997/8/567/688/695/315/669/312782628/312782640/,60632,60632,0,0
312782644,VISpor5,"Postrhinal area, layer 5",08858C,1,217,312782628,/997/8/567/688/695/315/669/312782628/312782644/,385168,385168,0,0
312782648,VISpor6a,"Postrhinal area, layer 6a",08858C,1,218,312782628,/997/8/567/688/695/315/669/312782628/312782648/,180262,180262,0,0
312782652,VISpor6b,"Postrhinal area, layer 6b",08858C,1,219,312782628,/997/8/567/688/695/315/669/312782628/312782652/,32726,32726,0,0
31,ACA,Anterior cingulate area,40A666,1,220,315,/997/8/567/688/695/315/31/,5539862,5539862,0,0
572,ACA1,"Anterior cingulate area, layer 1",40A666,1,221,31,/997/8/567/688/695/315/31/572/,,,,
1053,ACA2/3,"Anterior cingulate area, layer 2/3",40A666,1,222,31,/997/8/567/688/695/315/31/1053/,,,,
739,ACA5,"Anterior cingulate area, layer 5",40A666,1,223,31,/997/8/567/688/695/315/31/739/,,,,
179,ACA6a,"Anterior cingulate area, layer 6a",40A666,1,224,31,/997/8/567/688/695/315/31/179/,,,,
227,ACA6b,"Anterior cingulate area, layer 6b",40A666,1,225,31,/997/8/567/688/695/315/31/227/,,,,
39,ACAd,"Anterior cingulate area, dorsal part",40A666,1,226,31,/997/8/567/688/695/315/31/39/,3131334,3131334,0,0
935,ACAd1,"Anterior cingulate area, dorsal part, layer 1",40A666,1,227,39,/997/8/567/688/695/315/31/39/935/,605854,605854,0,0
211,ACAd2/3,"Anterior cingulate area, dorsal part, layer 2/3",40A666,1,228,39,/997/8/567/688/695/315/31/39/211/,604314,604314,0,0
1015,ACAd5,"Anterior cingulate area, dorsal part, layer 5",40A666,1,229,39,/997/8/567/688/695/315/31/39/1015/,1197522,1197522,0,0
919,ACAd6a,"Anterior cingulate area, dorsal part, layer 6a",40A666,1,230,39,/997/8/567/688/695/315/31/39/919/,698928,698928,0,0
927,ACAd6b,"Anterior cingulate area, dorsal part, layer 6b",40A666,1,231,39,/997/8/567/688/695/315/31/39/927/,24716,24716,0,0
48,ACAv,"Anterior cingulate area, ventral part",40A666,1,232,31,/997/8/567/688/695/315/31/48/,2408528,2408528,0,0
588,ACAv1,"Anterior cingulate area, ventral part, layer 1",40A666,1,233,48,/997/8/567/688/695/315/31/48/588/,478240,478240,0,0
296,ACAv2/3,"Anterior cingulate area, ventral part, layer 2/3",40A666,1,234,48,/997/8/567/688/695/315/31/48/296/,502274,502274,0,0
772,ACAv5,"Anterior cingulate area, ventral part, layer 5",40A666,1,235,48,/997/8/567/688/695/315/31/48/772/,1002560,1002560,0,0
810,ACAv6a,"Anterior cingulate area, ventral part, 6a",40A666,1,236,48,/997/8/567/688/695/315/31/48/810/,363392,363392,0,0
819,ACAv6b,"Anterior cingulate area, ventral part, 6b",40A666,1,237,48,/997/8/567/688/695/315/31/48/819/,62062,62062,0,0
972,PL,Prelimbic area,2FA850,1,238,315,/997/8/567/688/695/315/972/,2410398,2410398,0,0
171,PL1,"Prelimbic area, layer 1",2FA850,1,239,972,/997/8/567/688/695/315/972/171/,523834,523834,0,0
195,PL2,"Prelimbic area, layer 2",2FA850,1,240,972,/997/8/567/688/695/315/972/195/,,,,
304,PL2/3,"Prelimbic area, layer 2/3",2FA850,1,241,972,/997/8/567/688/695/315/972/304/,420622,420622,0,0
363,PL5,"Prelimbic area, layer 5",2FA850,1,242,972,/997/8/567/688/695/315/972/363/,979438,979438,0,0
84,PL6a,"Prelimbic area, layer 6a",2FA850,1,243,972,/997/8/567/688/695/315/972/84/,465136,465136,0,0
132,PL6b,"Prelimbic area, layer 6b",2FA850,1,244,972,/997/8/567/688/695/315/972/132/,21368,21368,0,0
44,ILA,Infralimbic area,59B363,1,245,315,/997/8/567/688/695/315/44/,844322,844322,0,0
707,ILA1,"Infralimbic area, layer 1",59B363,1,246,44,/997/8/567/688/695/315/44/707/,151252,151252,0,0
747,ILA2,"Infralimbic area, layer 2",59B363,1,247,44,/997/8/567/688/695/315/44/747/,,,,
556,ILA2/3,"Infralimbic area, layer 2/3",59B363,1,248,44,/997/8/567/688/695/315/44/556/,140956,140956,0,0
827,ILA5,"Infralimbic area, layer 5",59B363,1,249,44,/997/8/567/688/695/315/44/827/,336210,336210,0,0
1054,ILA6a,"Infralimbic area, layer 6a",59B363,1,250,44,/997/8/567/688/695/315/44/1054/,205076,205076,0,0
1081,ILA6b,"Infralimbic area, layer 6b",59B363,1,251,44,/997/8/567/688/695/315/44/1081/,10828,10828,0,0
714,ORB,Orbital area,248A5E,1,252,315,/997/8/567/688/695/315/714/,5904280,5904280,0,0
264,ORB1,"Orbital area, layer 1",248A5E,1,253,714,/997/8/567/688/695/315/714/264/,,,,
492,ORB2/3,"Orbital area, layer 2/3",248A5E,1,254,714,/997/8/567/688/695/315/714/492/,,,,
352,ORB5,"Orbital area, layer 5",248A5E,1,255,714,/997/8/567/688/695/315/714/352/,,,,
476,ORB6a,"Orbital area, layer 6a",248A5E,1,256,714,/997/8/567/688/695/315/714/476/,,,,
516,ORB6b,"Orbital area, layer 6b",248A5E,1,257,714,/997/8/567/688/695/315/714/516/,,,,
723,ORBl,"Orbital area, lateral part",248A5E,1,258,714,/997/8/567/688/695/315/714/723/,2728124,2728124,0,0
448,ORBl1,"Orbital area, lateral part, layer 1",248A5E,1,259,723,/997/8/567/688/695/315/714/723/448/,375418,375418,0,0
412,ORBl2/3,"Orbital area, lateral part, layer 2/3",248A5E,1,260,723,/997/8/567/688/695/315/714/723/412/,621188,621188,0,0
630,ORBl5,"Orbital area, lateral part, layer 5",248A5E,1,261,723,/997/8/567/688/695/315/714/723/630/,1206904,1206904,0,0
440,ORBl6a,"Orbital area, lateral part, layer 6a",248A5E,1,262,723,/997/8/567/688/695/315/714/723/440/,480880,480880,0,0
488,ORBl6b,"Orbital area, lateral part, layer 6b",248A5E,1,263,723,/997/8/567/688/695/315/714/723/488/,43734,43734,0,0
731,ORBm,"Orbital area, medial part",248A5E,1,264,714,/997/8/567/688/695/315/714/731/,1399370,1399370,0,0
484,ORBm1,"Orbital area, medial part, layer 1",248A5E,1,265,731,/997/8/567/688/695/315/714/731/484/,420842,420842,0,0
524,ORBm2,"Orbital area, medial part, layer 2",248A5E,1,266,731,/997/8/567/688/695/315/714/731/524/,,,,
582,ORBm2/3,"Orbital area, medial part, layer 2/3",248A5E,1,267,731,/997/8/567/688/695/315/714/731/582/,316968,316968,0,0
620,ORBm5,"Orbital area, medial part, layer 5",248A5E,1,268,731,/997/8/567/688/695/315/714/731/620/,471140,471140,0,0
910,ORBm6a,"Orbital area, medial part, layer 6a",248A5E,1,269,731,/997/8/567/688/695/315/714/731/910/,186712,186712,0,0
527696977,ORBm6b,"Orbital area, medial part, layer 6b",248A5E,1,270,731,/997/8/567/688/695/315/714/731/527696977/,3708,3708,0,0
738,ORBv,"Orbital area, ventral part",248A5E,1,271,714,/997/8/567/688/695/315/714/738/,,,,
746,ORBvl,"Orbital area, ventrolateral part",248A5E,1,272,714,/997/8/567/688/695/315/714/746/,1776786,1776786,0,0
969,ORBvl1,"Orbital area, ventrolateral part, layer 1",248A5E,1,273,746,/997/8/567/688/695/315/714/746/969/,385114,385114,0,0
288,ORBvl2/3,"Orbital area, ventrolateral part, layer 2/3",248A5E,1,274,746,/997/8/567/688/695/315/714/746/288/,523316,523316,0,0
1125,ORBvl5,"Orbital area, ventrolateral part, layer 5",248A5E,1,275,746,/997/8/567/688/695/315/714/746/1125/,619944,619944,0,0
608,ORBvl6a,"Orbital area, ventrolateral part, layer 6a",248A5E,1,276,746,/997/8/567/688/695/315/714/746/608/,238782,238782,0,0
680,ORBvl6b,"Orbital area, ventrolateral part, layer 6b",248A5E,1,277,746,/997/8/567/688/695/315/714/746/680/,9630,9630,0,0
95,AI,Agranular insular area,219866,1,278,315,/997/8/567/688/695/315/95/,7894106,7894106,0,0
104,AId,"Agranular insular area, dorsal part",219866,1,279,95,/997/8/567/688/695/315/95/104/,3724650,3724650,0,0
996,AId1,"Agranular insular area, dorsal part, layer 1",219866,1,280,104,/997/8/567/688/695/315/95/104/996/,459546,459546,0,0
328,AId2/3,"Agranular insular area, dorsal part, layer 2/3",219866,1,281,104,/997/8/567/688/695/315/95/104/328/,925512,925512,0,0
1101,AId5,"Agranular insular area, dorsal part, layer 5",219866,1,282,104,/997/8/567/688/695/315/95/104/1101/,1509586,1509586,0,0
783,AId6a,"Agranular insular area, dorsal part, layer 6a",219866,1,283,104,/997/8/567/688/695/315/95/104/783/,781724,781724,0,0
831,AId6b,"Agranular insular area, dorsal part, layer 6b",219866,1,284,104,/997/8/567/688/695/315/95/104/831/,48282,48282,0,0
111,AIp,"Agranular insular area, posterior part",219866,1,285,95,/997/8/567/688/695/315/95/111/,2434626,2434626,0,0
120,AIp1,"Agranular insular area, posterior part, layer 1",219866,1,286,111,/997/8/567/688/695/315/95/111/120/,422038,422038,0,0
163,AIp2/3,"Agranular insular area, posterior part, layer 2/3",219866,1,287,111,/997/8/567/688/695/315/95/111/163/,803644,803644,0,0
344,AIp5,"Agranular insular area, posterior part, layer 5",219866,1,288,111,/997/8/567/688/695/315/95/111/344/,752576,752576,0,0
314,AIp6a,"Agranular insular area, posterior part, layer 6a",219866,1,289,111,/997/8/567/688/695/315/95/111/314/,435738,435738,0,0
355,AIp6b,"Agranular insular area, posterior part, layer 6b",219866,1,290,111,/997/8/567/688/695/315/95/111/355/,20630,20630,0,0
119,AIv,"Agranular insular area, ventral part",219866,1,291,95,/997/8/567/688/695/315/95/119/,1734830,1734830,0,0
704,AIv1,"Agranular insular area, ventral part, layer 1",219866,1,292,119,/997/8/567/688/695/315/95/119/704/,248482,248482,0,0
694,AIv2/3,"Agranular insular area, ventral part, layer 2/3",219866,1,293,119,/997/8/567/688/695/315/95/119/694/,594928,594928,0,0
800,AIv5,"Agranular insular area, ventral part, layer 5",219866,1,294,119,/997/8/567/688/695/315/95/119/800/,720432,720432,0,0
675,AIv6a,"Agranular insular area, ventral part, layer 6a",219866,1,295,119,/997/8/567/688/695/315/95/119/675/,167928,167928,0,0
699,AIv6b,"Agranular insular area, ventral part, layer 6b",219866,1,296,119,/997/8/567/688/695/315/95/119/699/,3060,3060,0,0
254,RSP,Retrosplenial area,1AA698,1,297,315,/997/8/567/688/695/315/254/,10503636,10503636,0,0
894,RSPagl,"Retrosplenial area, lateral agranular part",1AA698,1,298,254,/997/8/567/688/695/315/254/894/,2357084,2357084,0,0
671,RSPagl1,"Retrosplenial area, lateral agranular part, layer 1",1AA698,1,299,894,/997/8/567/688/695/315/254/894/671/,507296,507296,0,0
965,RSPagl2/3,"Retrosplenial area, lateral agranular part, layer 2/3",1AA698,1,300,894,/997/8/567/688/695/315/254/894/965/,669946,669946,0,0
774,RSPagl5,"Retrosplenial area, lateral agranular part, layer 5",1AA698,1,301,894,/997/8/567/688/695/315/254/894/774/,733242,733242,0,0
906,RSPagl6a,"Retrosplenial area, lateral agranular part, layer 6a",1AA698,1,302,894,/997/8/567/688/695/315/254/894/906/,412238,412238,0,0
279,RSPagl6b,"Retrosplenial area, lateral agranular part, layer 6b",1AA698,1,303,894,/997/8/567/688/695/315/254/894/279/,34362,34362,0,0
480149258,VISmma,Mediomedial anterior visual area,1AA698,1,304,894,/997/8/567/688/695/315/254/894/480149258/,,,,
480149262,VISmma1,"Mediomedial anterior visual area, layer 1",1AA698,1,305,480149258,/997/8/567/688/695/315/254/894/480149258/480149262/,,,,
480149266,VISmma2/3,"Mediomedial anterior visual area, layer 2/3",1AA698,1,306,480149258,/997/8/567/688/695/315/254/894/480149258/480149266/,,,,
480149270,VISmma4,"Mediomedial anterior visual area, layer 4",1AA698,1,307,480149258,/997/8/567/688/695/315/254/894/480149258/480149270/,,,,
480149274,VISmma5,"Mediomedial anterior visual area,layer 5",1AA698,1,308,480149258,/997/8/567/688/695/315/254/894/480149258/480149274/,,,,
480149278,VISmma6a,"Mediomedial anterior visual area, layer 6a",1AA698,1,309,480149258,/997/8/567/688/695/315/254/894/480149258/480149278/,,,,
480149282,VISmma6b,"Mediomedial anterior visual area, layer 6b",1AA698,1,310,480149258,/997/8/567/688/695/315/254/894/480149258/480149282/,,,,
480149286,VISmmp,Mediomedial posterior visual area,1AA698,1,311,894,/997/8/567/688/695/315/254/894/480149286/,,,,
480149290,VISmmp1,"Mediomedial posterior visual area, layer 1",1AA698,1,312,480149286,/997/8/567/688/695/315/254/894/480149286/480149290/,,,,
480149294,VISmmp2/3,"Mediomedial posterior visual area, layer 2/3",1AA698,1,313,480149286,/997/8/567/688/695/315/254/894/480149286/480149294/,,,,
480149298,VISmmp4,"Mediomedial posterior visual area, layer 4",1AA698,1,314,480149286,/997/8/567/688/695/315/254/894/480149286/480149298/,,,,
480149302,VISmmp5,"Mediomedial posterior visual area,layer 5",1AA698,1,315,480149286,/997/8/567/688/695/315/254/894/480149286/480149302/,,,,
480149306,VISmmp6a,"Mediomedial posterior visual area, layer 6a",1AA698,1,316,480149286,/997/8/567/688/695/315/254/894/480149286/480149306/,,,,
480149310,VISmmp6b,"Mediomedial posterior visual area, layer 6b",1AA698,1,317,480149286,/997/8/567/688/695/315/254/894/480149286/480149310/,,,,
480149314,VISm,Medial visual area,1AA698,1,318,894,/997/8/567/688/695/315/254/894/480149314/,,,,
480149318,VISm1,"Medial visual area, layer 1",1AA698,1,319,480149314,/997/8/567/688/695/315/254/894/480149314/480149318/,,,,
480149322,VISm2/3,"Medial visual area, layer 2/3",1AA698,1,320,480149314,/997/8/567/688/695/315/254/894/480149314/480149322/,,,,
480149326,VISm4,"Medial visual area, layer 4",1AA698,1,321,480149314,/997/8/567/688/695/315/254/894/480149314/480149326/,,,,
480149330,VISm5,"Medial visual area,layer 5",1AA698,1,322,480149314,/997/8/567/688/695/315/254/894/480149314/480149330/,,,,
480149334,VISm6a,"Medial visual area, layer 6a",1AA698,1,323,480149314,/997/8/567/688/695/315/254/894/480149314/480149334/,,,,
480149338,VISm6b,"Medial visual area, layer 6b",1AA698,1,324,480149314,/997/8/567/688/695/315/254/894/480149314/480149338/,,,,
879,RSPd,"Retrosplenial area, dorsal part",1AA698,1,325,254,/997/8/567/688/695/315/254/879/,3799386,3799386,0,0
442,RSPd1,"Retrosplenial area, dorsal part, layer 1",1AA698,1,326,879,/997/8/567/688/695/315/254/879/442/,833240,833240,0,0
434,RSPd2/3,"Retrosplenial area, dorsal part, layer 2/3",1AA698,1,327,879,/997/8/567/688/695/315/254/879/434/,972450,972450,0,0
545,RSPd4,"Retrosplenial area, dorsal part, layer 4",1AA698,1,328,879,/997/8/567/688/695/315/254/879/545/,2,2,0,0
610,RSPd5,"Retrosplenial area, dorsal part, layer 5",1AA698,1,329,879,/997/8/567/688/695/315/254/879/610/,1205990,1205990,0,0
274,RSPd6a,"Retrosplenial area, dorsal part, layer 6a",1AA698,1,330,879,/997/8/567/688/695/315/254/879/274/,756694,756694,0,0
330,RSPd6b,"Retrosplenial area, dorsal part, layer 6b",1AA698,1,331,879,/997/8/567/688/695/315/254/879/330/,31010,31010,0,0
886,RSPv,"Retrosplenial area, ventral part",1AA698,1,332,254,/997/8/567/688/695/315/254/886/,4347166,4347166,0,0
542,RSPv1,"Retrosplenial area, ventral part, layer 1",1AA698,1,333,886,/997/8/567/688/695/315/254/886/542/,947416,947416,0,0
606,RSPv2,"Retrosplenial area, ventral part, layer 2",1AA698,1,334,886,/997/8/567/688/695/315/254/886/606/,,,,
430,RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",1AA698,1,335,886,/997/8/567/688/695/315/254/886/430/,1012970,1012970,0,0
687,RSPv5,"Retrosplenial area, ventral part, layer 5",1AA698,1,336,886,/997/8/567/688/695/315/254/886/687/,1678750,1678750,0,0
590,RSPv6a,"Retrosplenial area, ventral part, layer 6a",1AA698,1,337,886,/997/8/567/688/695/315/254/886/590/,659730,659730,0,0
622,RSPv6b,"Retrosplenial area, ventral part, layer 6b",1AA698,1,338,886,/997/8/567/688/695/315/254/886/622/,48300,48300,0,0
22,PTLp,Posterior parietal association areas,009FAC,1,339,315,/997/8/567/688/695/315/22/,2456828,2456828,0,0
532,PTLp1,"Posterior parietal association areas, layer 1",009FAC,1,340,22,/997/8/567/688/695/315/22/532/,,,,
241,PTLp2/3,"Posterior parietal association areas, layer 2/3",009FAC,1,341,22,/997/8/567/688/695/315/22/241/,,,,
635,PTLp4,"Posterior parietal association areas, layer 4",009FAC,1,342,22,/997/8/567/688/695/315/22/635/,,,,
683,PTLp5,"Posterior parietal association areas, layer 5",009FAC,1,343,22,/997/8/567/688/695/315/22/683/,,,,
308,PTLp6a,"Posterior parietal association areas, layer 6a",009FAC,1,344,22,/997/8/567/688/695/315/22/308/,,,,
340,PTLp6b,"Posterior parietal association areas, layer 6b",009FAC,1,345,22,/997/8/567/688/695/315/22/340/,,,,
312782546,VISa,Anterior area,009FAC,1,346,22,/997/8/567/688/695/315/22/312782546/,1439164,1439164,0,0
312782550,VISa1,"Anterior area, layer 1",009FAC,1,347,312782546,/997/8/567/688/695/315/22/312782546/312782550/,239674,239674,0,0
312782554,VISa2/3,"Anterior area, layer 2/3",009FAC,1,348,312782546,/997/8/567/688/695/315/22/312782546/312782554/,426718,426718,0,0
312782558,VISa4,"Anterior area, layer 4",009FAC,1,349,312782546,/997/8/567/688/695/315/22/312782546/312782558/,154800,154800,0,0
312782562,VISa5,"Anterior area, layer 5",009FAC,1,350,312782546,/997/8/567/688/695/315/22/312782546/312782562/,355238,355238,0,0
312782566,VISa6a,"Anterior area, layer 6a",009FAC,1,351,312782546,/997/8/567/688/695/315/22/312782546/312782566/,223374,223374,0,0
312782570,VISa6b,"Anterior area, layer 6b",009FAC,1,352,312782546,/997/8/567/688/695/315/22/312782546/312782570/,39360,39360,0,0
417,VISrl,Rostrolateral visual area,009FAC,1,353,22,/997/8/567/688/695/315/22/417/,1017664,1017664,0,0
312782604,VISrl1,"Rostrolateral area, layer 1",009FAC,1,354,417,/997/8/567/688/695/315/22/417/312782604/,170740,170740,0,0
312782608,VISrl2/3,"Rostrolateral area, layer 2/3",009FAC,1,355,417,/997/8/567/688/695/315/22/417/312782608/,276390,276390,0,0
312782612,VISrl4,"Rostrolateral area, layer 4",009FAC,1,356,417,/997/8/567/688/695/315/22/417/312782612/,146294,146294,0,0
312782616,VISrl5,"Rostrolateral area, layer 5",009FAC,1,357,417,/997/8/567/688/695/315/22/417/312782616/,244294,244294,0,0
312782620,VISrl6a,"Rostrolateral area, layer 6a",009FAC,1,358,417,/997/8/567/688/695/315/22/417/312782620/,151428,151428,0,0
312782624,VISrl6b,"Rostrolateral area, layer 6b",009FAC,1,359,417,/997/8/567/688/695/315/22/417/312782624/,28518,28518,0,0
541,TEa,Temporal association areas,15B0B3,1,360,315,/997/8/567/688/695/315/541/,3102282,3102282,0,0
97,TEa1,"Temporal association areas, layer 1",15B0B3,1,361,541,/997/8/567/688/695/315/541/97/,525406,525406,0,0
1127,TEa2/3,"Temporal association areas, layer 2/3",15B0B3,1,362,541,/997/8/567/688/695/315/541/1127/,701596,701596,0,0
234,TEa4,"Temporal association areas, layer 4",15B0B3,1,363,541,/997/8/567/688/695/315/541/234/,312818,312818,0,0
289,TEa5,"Temporal association areas, layer 5",15B0B3,1,364,541,/997/8/567/688/695/315/541/289/,949232,949232,0,0
729,TEa6a,"Temporal association areas, layer 6a",15B0B3,1,365,541,/997/8/567/688/695/315/541/729/,523472,523472,0,0
786,TEa6b,"Temporal association areas, layer 6b",15B0B3,1,366,541,/997/8/567/688/695/315/541/786/,89758,89758,0,0
922,PERI,Perirhinal area,0E9684,1,367,315,/997/8/567/688/695/315/922/,789792,789792,0,0
540,PERI1,"Perirhinal area, layer 1",0E9684,1,368,922,/997/8/567/688/695/315/922/540/,221266,221266,0,0
888,PERI2/3,"Perirhinal area, layer 2/3",0E9684,1,369,922,/997/8/567/688/695/315/922/888/,333110,333110,0,0
692,PERI5,"Perirhinal area, layer 5",0E9684,1,370,922,/997/8/567/688/695/315/922/692/,168374,168374,0,0
335,PERI6a,"Perirhinal area, layer 6a",0E9684,1,371,922,/997/8/567/688/695/315/922/335/,53894,53894,0,0
368,PERI6b,"Perirhinal area, layer 6b",0E9684,1,372,922,/997/8/567/688/695/315/922/368/,13148,13148,0,0
895,ECT,Ectorhinal area,0D9F91,1,373,315,/997/8/567/688/695/315/895/,1712238,1712238,0,0
836,ECT1,Ectorhinal area/Layer 1,0D9F91,1,374,895,/997/8/567/688/695/315/895/836/,258520,258520,0,0
427,ECT2/3,Ectorhinal area/Layer 2/3,0D9F91,1,375,895,/997/8/567/688/695/315/895/427/,476150,476150,0,0
988,ECT5,Ectorhinal area/Layer 5,0D9F91,1,376,895,/997/8/567/688/695/315/895/988/,529802,529802,0,0
977,ECT6a,Ectorhinal area/Layer 6a,0D9F91,1,377,895,/997/8/567/688/695/315/895/977/,388414,388414,0,0
1045,ECT6b,Ectorhinal area/Layer 6b,0D9F91,1,378,895,/997/8/567/688/695/315/895/1045/,59352,59352,0,0
698,OLF,Olfactory areas,9AD2BD,1,379,695,/997/8/567/688/695/698/,46798810,46701932,0,96878
507,MOB,Main olfactory bulb,9AD2BD,1,380,698,/997/8/567/688/695/698/507/,16634924,16464300,0,170624
212,MOBgl,"Main olfactory bulb, glomerular layer",82C7AE,1,381,507,/997/8/567/688/695/698/507/212/,,,,
220,MOBgr,"Main olfactory bulb, granule layer",82C7AE,1,382,507,/997/8/567/688/695/698/507/220/,5183936,0,0,5183936
228,MOBipl,"Main olfactory bulb, inner plexiform layer",9AD2BD,1,383,507,/997/8/567/688/695/698/507/228/,1036894,0,0,1036894
236,MOBmi,"Main olfactory bulb, mitral layer",82C7AE,1,384,507,/997/8/567/688/695/698/507/236/,1071622,0,0,1071622
244,MOBopl,"Main olfactory bulb, outer plexiform layer",9AD2BD,1,385,507,/997/8/567/688/695/698/507/244/,5043568,0,0,5043568
151,AOB,Accessory olfactory bulb,9DF0D2,1,386,698,/997/8/567/688/695/698/151/,588496,588496,63536,0
188,AOBgl,"Accessory olfactory bulb, glomerular layer",9DF0D2,1,387,151,/997/8/567/688/695/698/151/188/,154454,154454,0,0
196,AOBgr,"Accessory olfactory bulb, granular layer",95E4C8,1,388,151,/997/8/567/688/695/698/151/196/,157300,157300,62988,0
204,AOBmi,"Accessory olfactory bulb, mitral layer",9DF0D2,1,389,151,/997/8/567/688/695/698/151/204/,276742,276742,548,0
159,AON,Anterior olfactory nucleus,54BF94,1,390,698,/997/8/567/688/695/698/159/,4863404,4863404,7280,0
167,AONd,"Anterior olfactory nucleus, dorsal part",54BF94,1,391,159,/997/8/567/688/695/698/159/167/,,,,
175,AONe,"Anterior olfactory nucleus, external part",54BF94,1,392,159,/997/8/567/688/695/698/159/175/,,,,
183,AONl,"Anterior olfactory nucleus, lateral part",54BF94,1,393,159,/997/8/567/688/695/698/159/183/,,,,
191,AONm,"Anterior olfactory nucleus, medial part",54BF94,1,394,159,/997/8/567/688/695/698/159/191/,,,,
199,AONpv,"Anterior olfactory nucleus, posteroventral part",54BF94,1,395,159,/997/8/567/688/695/698/159/199/,,,,
160,AON1,"Anterior olfactory nucleus, layer 1",54BF94,1,396,159,/997/8/567/688/695/698/159/160/,,,,
168,AON2,"Anterior olfactory nucleus, layer 2",54BF94,1,397,159,/997/8/567/688/695/698/159/168/,,,,
589,TT,Taenia tecta,62D09F,1,398,698,/997/8/567/688/695/698/589/,1440864,1440864,134,0
597,TTd,"Taenia tecta, dorsal part",62D09F,1,399,589,/997/8/567/688/695/698/589/597/,723370,723370,0,0
297,TTd1-4,"Taenia tecta, dorsal part, layers 1-4",62D09F,1,400,597,/997/8/567/688/695/698/589/597/297/,,,,
1034,TTd1,"Taenia tecta, dorsal part, layer 1",62D09F,1,401,597,/997/8/567/688/695/698/589/597/1034/,,,,
1042,TTd2,"Taenia tecta, dorsal part, layer 2",62D09F,1,402,597,/997/8/567/688/695/698/589/597/1042/,,,,
1050,TTd3,"Taenia tecta, dorsal part, layer 3",62D09F,1,403,597,/997/8/567/688/695/698/589/597/1050/,,,,
1059,TTd4,"Taenia tecta, dorsal part, layer 4",62D09F,1,404,597,/997/8/567/688/695/698/589/597/1059/,,,,
605,TTv,"Taenia tecta, ventral part",62D09F,1,405,589,/997/8/567/688/695/698/589/605/,717494,717494,134,0
306,TTv1-3,"Taenia tecta, ventral part, layers 1-3",62D09F,1,406,605,/997/8/567/688/695/698/589/605/306/,,,,
1067,TTv1,"Taenia tecta, ventral part, layer 1",62D09F,1,407,605,/997/8/567/688/695/698/589/605/1067/,,,,
1075,TTv2,"Taenia tecta, ventral part, layer 2",62D09F,1,408,605,/997/8/567/688/695/698/589/605/1075/,,,,
1082,TTv3,"Taenia tecta, ventral part, layer 3",62D09F,1,409,605,/997/8/567/688/695/698/589/605/1082/,,,,
814,DP,Dorsal peduncular area,A4DAA4,1,410,698,/997/8/567/688/695/698/814/,504720,504720,0,0
496,DP1,"Dorsal peduncular area, layer 1",A4DAA4,1,411,814,/997/8/567/688/695/698/814/496/,,,,
535,DP2,"Dorsal peduncular area, layer 2",A4DAA4,1,412,814,/997/8/567/688/695/698/814/535/,,,,
360,DP2/3,"Dorsal peduncular area, layer 2/3",A4DAA4,1,413,814,/997/8/567/688/695/698/814/360/,,,,
646,DP5,"Dorsal peduncular area, layer 5",A4DAA4,1,414,814,/997/8/567/688/695/698/814/646/,,,,
267,DP6a,"Dorsal peduncular area, layer 6a",A4DAA4,1,415,814,/997/8/567/688/695/698/814/267/,,,,
961,PIR,Piriform area,6ACBBA,1,416,698,/997/8/567/688/695/698/961/,11566814,11566814,0,0
152,PIR1-3,"Piriform area, layers 1-3",6ACBBA,1,417,961,/997/8/567/688/695/698/961/152/,,,,
276,PIR1,"Piriform area, molecular layer",6ACBBA,1,418,961,/997/8/567/688/695/698/961/276/,,,,
284,PIR2,"Piriform area, pyramidal layer",6ACBBA,1,419,961,/997/8/567/688/695/698/961/284/,,,,
291,PIR3,"Piriform area, polymorph layer",6ACBBA,1,420,961,/997/8/567/688/695/698/961/291/,,,,
619,NLOT,Nucleus of the lateral olfactory tract,95E4C8,1,421,698,/997/8/567/688/695/698/619/,319480,319480,0,0
392,NLOT1-3,"Nucleus of the lateral olfactory tract, layers 1-3",95E4C8,1,422,619,/997/8/567/688/695/698/619/392/,,,,
260,NLOT1,"Nucleus of the lateral olfactory tract, molecular layer",95E4C8,1,423,619,/997/8/567/688/695/698/619/260/,111502,111502,0,0
268,NLOT2,"Nucleus of the lateral olfactory tract, pyramidal layer",95E4C8,1,424,619,/997/8/567/688/695/698/619/268/,149582,149582,0,0
1139,NLOT3,"Nucleus of the lateral olfactory tract, layer 3",95E4C8,1,425,619,/997/8/567/688/695/698/619/1139/,58396,58396,0,0
631,COA,Cortical amygdalar area,61E7B7,1,426,698,/997/8/567/688/695/698/631/,3265152,3265152,0,0
639,COAa,"Cortical amygdalar area, anterior part",61E7B7,1,427,631,/997/8/567/688/695/698/631/639/,767476,767476,0,0
192,COAa1,"Cortical amygdalar area, anterior part, layer 1",61E7B7,1,428,639,/997/8/567/688/695/698/631/639/192/,,,,
200,COAa2,"Cortical amygdalar area, anterior part, layer 2",61E7B7,1,429,639,/997/8/567/688/695/698/631/639/200/,,,,
